id,place_id,slug,title,category,address_street,city,state,zip,country_code,latitude,longitude,phone,url,book_online_url,work_time,main_image,is_claimed,price_level,rating_value,rating_count,rating_type,rating_max,total_photos,created_at,updated_at,rating_distribution,additional_categories,query_category,query_state,query_city,query_timestamp
ee7dcc84-3b0f-403d-a956-df78ab57f98d,ChIJ77Ggf_Uys1IRAlKFi62l2VU,ken-s-sewer-service-natchez-ave-s-st-louis-park,Ken's Sewer Service,Gutter cleaning service,3017 Natchez Ave S,St Louis Park,Minnesota,55416,US,44.947830499999995,-93.3388373,+1952-929-4146,http://kensewer.com/,,"{""timetable"": {""friday"": [{""open"": {""hour"": 6, ""minute"": 30}, ""close"": {""hour"": 19, ""minute"": 0}}], ""monday"": [{""open"": {""hour"": 6, ""minute"": 30}, ""close"": {""hour"": 21, ""minute"": 0}}], ""sunday"": [{""open"": {""hour"": 7, ""minute"": 0}, ""close"": {""hour"": 20, ""minute"": 30}}], ""tuesday"": [{""open"": {""hour"": 6, ""minute"": 30}, ""close"": {""hour"": 21, ""minute"": 0}}], ""saturday"": [{""open"": {""hour"": 7, ""minute"": 0}, ""close"": {""hour"": 19, ""minute"": 0}}], ""thursday"": [{""open"": {""hour"": 6, ""minute"": 30}, ""close"": {""hour"": 21, ""minute"": 0}}], ""wednesday"": [{""open"": {""hour"": 6, ""minute"": 30}, ""close"": {""hour"": 21, ""minute"": 0}}]}, ""current_status"": ""open""}",https://lh5.googleusercontent.com/p/AF1QipNbb9_RHan2yVQre-995Xk1vTXLK00bgGxdP6X1=w408-h481-k-no,true,,4.6,314,Max5,5,6,2024-12-04 14:59:54.895595+00,2024-12-16 10:06:57.718343+00,"{""1"": 23, ""2"": 3, ""3"": 3, ""4"": 7, ""5"": 278}","[""Drainage service"",""Dryer vent cleaning service"",""Plumber"",""Water damage restoration service""]",gutter cleaning service,Minnesota,St Louis Park,2024-12-12 23:00:01+00
